filename;width_resolution;height_resolution;class;xmin;ymin;xmax;ymax;height;width;model
001_1.jpg;1920;1280;eyebrow;741;420;937;486;1,68;4,98;FASTER
001_1.jpg;1920;1280;eyebrow;1010;414;1190;471;1,45;4,57;FASTER
001_1.jpg;1920;1280;eye;787;487;915;553;1,68;3,25;FASTER
001_1.jpg;1920;1280;eye;1025;480;1152;540;1,52;3,23;FASTER
001_1.jpg;1920;1280;nose;903;460;1059;708;6,3;3,96;FASTER
001_1.jpg;1920;1280;mouth;863;740;1098;846;2,69;5,97;FASTER
001_2.jpg;1920;1280;eyebrow;740;395;920;438;1,09;4,57;FASTER
001_2.jpg;1920;1280;eyebrow;1030;398;1188;449;1,3;4,01;FASTER
001_2.jpg;1920;1280;eye;783;442;910;517;1,91;3,23;FASTER
001_2.jpg;1920;1280;eye;1035;468;1146;528;1,52;2,82;FASTER
001_2.jpg;1920;1280;nose;898;433;1054;679;6,25;3,96;FASTER
001_2.jpg;1920;1280;mouth;839;734;1081;824;2,29;6,15;FASTER
001_3.jpg;1920;1280;eyebrow;711;476;882;535;1,5;4,34;SSD
001_3.jpg;1920;1280;eyebrow;982;466;1155;521;1,4;4,39;SSD
001_3.jpg;1920;1280;eye;722;544;862;614;1,78;3,56;SSD
001_3.jpg;1920;1280;eye;1004;535;1144;597;1,57;3,56;SSD
001_3.jpg;1920;1280;nose;831;489;1042;774;7,24;5,36;SSD
001_3.jpg;1920;1280;mouth;847;813;1102;898;2,16;6,48;SSD
001_4.jpg;1920;1280;eyebrow;749;296;928;356;1,52;4,55;FASTER
001_4.jpg;1920;1280;eyebrow;1029;325;1247;391;1,68;5,54;FASTER
001_4.jpg;1920;1280;eye;784;382;907;443;1,55;3,12;FASTER
001_4.jpg;1920;1280;eye;1057;432;1178;473;1,04;3,07;FASTER
001_4.jpg;1920;1280;nose;879;334;1057;608;6,96;4,52;FASTER
001_4.jpg;1920;1280;mouth;835;647;1068;765;3;5,92;FASTER
001_5.jpg;1920;1280;eyebrow;827;424;1033;489;1,65;5,23;SSD
001_5.jpg;1920;1280;eyebrow;1115;448;1316;513;1,65;5,11;SSD
001_5.jpg;1920;1280;eye;869;492;1000;554;1,57;3,33;SSD
001_5.jpg;1920;1280;eye;1127;518;1263;583;1,65;3,45;SSD
001_5.jpg;1920;1280;nose;964;465;1139;720;6,48;4,45;SSD
001_5.jpg;1920;1280;mouth;916;765;1163;864;2,51;6,27;SSD
001_6.jpg;1920;1280;eyebrow;749;362;932;412;1,27;4,65;FASTER
001_6.jpg;1920;1280;eyebrow;1020;381;1182;429;1,22;4,11;FASTER
001_6.jpg;1920;1280;eye;784;431;920;489;1,47;3,45;FASTER
001_6.jpg;1920;1280;eye;1032;447;1173;501;1,37;3,58;FASTER
001_6.jpg;1920;1280;nose;897;393;1054;638;6,22;3,99;FASTER
001_6.jpg;1920;1280;mouth;850;679;1091;757;1,98;6,12;FASTER
001_7.jpg;1920;1280;eyebrow;714;412;891;479;1,7;4,5;SSD
001_7.jpg;1920;1280;eyebrow;1010;461;1187;527;1,68;4,5;SSD
001_7.jpg;1920;1280;eye;744;502;893;580;1,98;3,78;SSD
001_7.jpg;1920;1280;eye;1009;535;1154;614;2,01;3,68;SSD
001_7.jpg;1920;1280;nose;860;470;1047;783;7,95;4,75;SSD
001_7.jpg;1920;1280;mouth;797;806;1059;906;2,54;6,65;SSD
001_8.jpg;1920;1280;eyebrow;766;387;926;437;1,27;4,06;FASTER
001_8.jpg;1920;1280;eyebrow;1027;396;1177;448;1,32;3,81;FASTER
001_8.jpg;1920;1280;eye;812;461;914;533;1,83;2,59;FASTER
001_8.jpg;1920;1280;eye;1043;459;1157;533;1,88;2,9;FASTER
001_8.jpg;1920;1280;nose;906;415;1053;708;7,44;3,73;FASTER
001_8.jpg;1920;1280;mouth;888;767;1081;838;1,8;4,9;FASTER
001_9.jpg;1920;1280;eyebrow;706;356;913;431;1,91;5,26;FASTER
001_9.jpg;1920;1280;eyebrow;1030;349;1223;418;1,75;4,9;FASTER
001_9.jpg;1920;1280;eye;758;430;892;499;1,75;3,4;FASTER
001_9.jpg;1920;1280;eye;1043;423;1177;490;1,7;3,4;FASTER
001_9.jpg;1920;1280;nose;875;381;1067;674;7,44;4,88;FASTER
001_9.jpg;1920;1280;mouth;841;722;1109;826;2,64;6,81;FASTER
001_10.jpg;1920;1280;eyebrow;757;401;911;446;1,14;3,91;FASTER
001_10.jpg;1920;1280;eyebrow;1036;381;1198;428;1,19;4,11;FASTER
001_10.jpg;1920;1280;eye;782;454;906;521;1,7;3,15;FASTER
001_10.jpg;1920;1280;eye;1042;440;1191;506;1,68;3,78;FASTER
001_10.jpg;1920;1280;nose;893;411;1067;670;6,58;4,42;FASTER
001_10.jpg;1920;1280;mouth;882;738;1096;802;1,63;5,44;FASTER
001_11.jpg;1920;1280;eyebrow;765;392;931;439;1,19;4,22;FASTER
001_11.jpg;1920;1280;eyebrow;1020;405;1194;450;1,14;4,42;FASTER
001_11.jpg;1920;1280;eye;803;456;916;531;1,91;2,87;FASTER
001_11.jpg;1920;1280;eye;1030;461;1147;534;1,85;2,97;FASTER
001_11.jpg;1920;1280;nose;894;441;1054;699;6,55;4,06;FASTER
001_11.jpg;1920;1280;mouth;857;733;1075;817;2,13;5,54;FASTER
001_12.jpg;1920;1280;eyebrow;767;457;923;504;1,19;3,96;FASTER
001_12.jpg;1920;1280;eyebrow;1039;475;1203;516;1,04;4,17;FASTER
001_12.jpg;1920;1280;eye;794;507;921;562;1,4;3,23;FASTER
001_12.jpg;1920;1280;eye;1048;518;1168;578;1,52;3,05;FASTER
001_12.jpg;1920;1280;nose;893;496;1065;755;6,58;4,37;FASTER
001_12.jpg;1920;1280;mouth;853;795;1080;876;2,06;5,77;FASTER
001_13.jpg;1920;1280;eyebrow;736;402;932;467;1,65;4,98;SSD
001_13.jpg;1920;1280;eyebrow;996;400;1172;461;1,55;4,47;SSD
001_13.jpg;1920;1280;eye;775;487;904;555;1,73;3,28;SSD
001_13.jpg;1920;1280;eye;1024;470;1154;548;1,98;3,3;SSD
001_13.jpg;1920;1280;nose;876;438;1055;734;7,52;4,55;SSD
001_13.jpg;1920;1280;mouth;850;790;1109;881;2,31;6,58;SSD
001_14.jpg;1920;1280;eyebrow;742;468;891;513;1,14;3,78;FASTER
001_14.jpg;1920;1280;eyebrow;972;458;1108;492;0,86;3,45;FASTER
001_14.jpg;1920;1280;eye;765;520;872;575;1,4;2,72;FASTER
001_14.jpg;1920;1280;eye;985;506;1100;557;1,3;2,92;FASTER
001_14.jpg;1920;1280;nose;859;484;1015;735;6,38;3,96;FASTER
001_14.jpg;1920;1280;mouth;853;782;1052;850;1,73;5,05;FASTER
001_15.jpg;1920;1280;eyebrow;709;396;896;453;1,45;4,75;FASTER
001_15.jpg;1920;1280;eyebrow;1001;361;1179;433;1,83;4,52;FASTER
001_15.jpg;1920;1280;eye;734;481;876;546;1,65;3,61;FASTER
001_15.jpg;1920;1280;eye;1026;456;1162;524;1,73;3,45;FASTER
001_15.jpg;1920;1280;nose;878;415;1060;704;7,34;4,62;FASTER
001_15.jpg;1920;1280;mouth;847;750;1107;854;2,64;6,6;FASTER
001_16.jpg;1920;1280;eyebrow;755;375;912;423;1,22;3,99;FASTER
001_16.jpg;1920;1280;eyebrow;1004;375;1175;421;1,17;4,34;FASTER
001_16.jpg;1920;1280;eye;773;436;892;485;1,24;3,02;FASTER
001_16.jpg;1920;1280;eye;1034;428;1152;475;1,19;3;FASTER
