filename;width_resolution;height_resolution;class;xmin;ymin;xmax;ymax;height;width;model
004_1.jpg;1920;1280;eyebrow;746;374;950;424;1,27;5,18;FASTER
004_1.jpg;1920;1280;eyebrow;1040;383;1212;435;1,32;4,37;FASTER
004_1.jpg;1920;1280;eye;786;453;916;507;1,37;3,3;FASTER
004_1.jpg;1920;1280;eye;1040;456;1193;516;1,52;3,89;FASTER
004_1.jpg;1920;1280;nose;895;420;1062;684;6,71;4,24;FASTER
004_1.jpg;1920;1280;mouth;828;736;1113;826;2,29;7,24;FASTER
004_2.jpg;1920;1280;eyebrow;740;421;924;479;1,47;4,67;FASTER
004_2.jpg;1920;1280;eyebrow;1030;414;1219;468;1,37;4,8;FASTER
004_2.jpg;1920;1280;eye;750;487;912;554;1,7;4,11;FASTER
004_2.jpg;1920;1280;eye;1047;475;1216;538;1,6;4,29;FASTER
004_2.jpg;1920;1280;nose;887;436;1074;707;6,88;4,75;FASTER
004_2.jpg;1920;1280;mouth;829;769;1128;861;2,34;7,59;FASTER
004_3.jpg;1920;1280;eyebrow;726;393;909;450;1,45;4,65;FASTER
004_3.jpg;1920;1280;eyebrow;1002;396;1202;460;1,63;5,08;FASTER
004_3.jpg;1920;1280;eye;760;464;906;521;1,45;3,71;FASTER
004_3.jpg;1920;1280;eye;1026;472;1184;530;1,47;4,01;FASTER
004_3.jpg;1920;1280;nose;884;428;1066;699;6,88;4,62;FASTER
004_3.jpg;1920;1280;mouth;840;734;1091;836;2,59;6,38;FASTER
004_4.jpg;1920;1280;eyebrow;747;418;929;468;1,27;4,62;FASTER
004_4.jpg;1920;1280;eyebrow;1022;415;1206;459;1,12;4,67;FASTER
004_4.jpg;1920;1280;eye;753;479;903;540;1,55;3,81;FASTER
004_4.jpg;1920;1280;eye;1047;468;1187;530;1,57;3,56;FASTER
004_4.jpg;1920;1280;nose;891;430;1082;702;6,91;4,85;FASTER
004_4.jpg;1920;1280;mouth;857;763;1143;849;2,18;7,26;FASTER
004_5.jpg;1920;1280;eyebrow;699;370;907;447;1,96;5,28;FASTER
004_5.jpg;1920;1280;eyebrow;994;357;1194;409;1,32;5,08;FASTER
004_5.jpg;1920;1280;eye;753;437;882;497;1,52;3,28;FASTER
004_5.jpg;1920;1280;eye;1024;407;1169;475;1,73;3,68;FASTER
004_5.jpg;1920;1280;nose;878;396;1072;644;6,3;4,93;FASTER
004_5.jpg;1920;1280;mouth;865;707;1107;799;2,34;6,15;FASTER
004_6.jpg;1920;1280;eyebrow;718;478;881;525;1,19;4,14;FASTER
004_6.jpg;1920;1280;eyebrow;1026;455;1187;501;1,17;4,09;FASTER
004_6.jpg;1920;1280;eye;713;530;865;608;1,98;3,86;FASTER
004_6.jpg;1920;1280;eye;1027;512;1176;598;2,18;3,78;FASTER
004_6.jpg;1920;1280;nose;841;492;1061;788;7,52;5,59;FASTER
004_6.jpg;1920;1280;mouth;792;852;1100;966;2,9;7,82;FASTER
004_7.jpg;1920;1280;eyebrow;698;368;881;419;1,3;4,65;FASTER
004_7.jpg;1920;1280;eyebrow;998;346;1186;396;1,27;4,78;FASTER
004_7.jpg;1920;1280;eye;728;427;869;496;1,75;3,58;FASTER
004_7.jpg;1920;1280;eye;1006;408;1147;473;1,65;3,58;FASTER
004_7.jpg;1920;1280;nose;854;371;1047;624;6,43;4,9;FASTER
004_7.jpg;1920;1280;mouth;833;679;1080;785;2,69;6,27;FASTER
004_8.jpg;1920;1280;eyebrow;710;404;909;482;1,98;5,05;SSD
004_8.jpg;1920;1280;eyebrow;1051;428;1241;501;1,85;4,83;SSD
004_8.jpg;1920;1280;eye;746;486;908;570;2,13;4,11;SSD
004_8.jpg;1920;1280;eye;1038;510;1191;594;2,13;3,89;SSD
004_8.jpg;1920;1280;nose;870;459;1063;762;7,7;4,9;SSD
004_8.jpg;1920;1280;mouth;816;813;1110;921;2,74;7,47;SSD
004_9.jpg;1920;1280;eyebrow;737;388;920;464;1,93;4,65;FASTER
004_9.jpg;1920;1280;eyebrow;1021;405;1223;482;1,96;5,13;FASTER
004_9.jpg;1920;1280;eye;768;476;907;547;1,8;3,53;FASTER
004_9.jpg;1920;1280;eye;1042;486;1183;556;1,78;3,58;FASTER
004_9.jpg;1920;1280;nose;890;435;1061;719;7,21;4,34;FASTER
004_9.jpg;1920;1280;mouth;851;763;1094;831;1,73;6,17;FASTER
004_10.jpg;1920;1280;eyebrow;744;393;892;440;1,19;3,76;FASTER
004_10.jpg;1920;1280;eyebrow;1053;382;1168;421;0,99;2,92;FASTER
004_10.jpg;1920;1280;eye;788;461;898;536;1,91;2,79;FASTER
004_10.jpg;1920;1280;eye;1023;470;1143;532;1,57;3,05;FASTER
004_10.jpg;1920;1280;nose;881;414;1050;661;6,27;4,29;FASTER
004_10.jpg;1920;1280;mouth;821;724;1093;804;2,03;6,91;FASTER
004_11.jpg;1920;1280;eyebrow;672;384;881;439;1,4;5,31;FASTER
004_11.jpg;1920;1280;eyebrow;960;383;1176;448;1,65;5,49;FASTER
004_11.jpg;1920;1280;eye;707;451;858;510;1,5;3,84;FASTER
004_11.jpg;1920;1280;eye;992;453;1131;505;1,32;3,53;FASTER
004_11.jpg;1920;1280;nose;836;413;1030;678;6,73;4,93;FASTER
004_11.jpg;1920;1280;mouth;803;743;1070;836;2,36;6,78;FASTER
004_12.jpg;1920;1280;eyebrow;735;366;926;441;1,91;4,85;FASTER
004_12.jpg;1920;1280;eyebrow;1052;353;1235;427;1,88;4,65;FASTER
004_12.jpg;1920;1280;eye;772;449;907;526;1,96;3,43;FASTER
004_12.jpg;1920;1280;eye;1065;430;1207;510;2,03;3,61;FASTER
004_12.jpg;1920;1280;nose;894;388;1072;669;7,14;4,52;FASTER
004_12.jpg;1920;1280;mouth;863;723;1126;826;2,62;6,68;FASTER
004_13.jpg;1920;1280;eyebrow;728;385;916;454;1,75;4,78;FASTER
004_13.jpg;1920;1280;eyebrow;1008;366;1219;432;1,68;5,36;FASTER
004_13.jpg;1920;1280;eye;767;466;906;523;1,45;3,53;FASTER
004_13.jpg;1920;1280;eye;1039;455;1177;513;1,47;3,51;FASTER
004_13.jpg;1920;1280;nose;878;416;1063;701;7,24;4,7;FASTER
004_13.jpg;1920;1280;mouth;854;753;1095;852;2,51;6,12;FASTER
004_14.jpg;1920;1280;eyebrow;723;348;910;407;1,5;4,75;FASTER
004_14.jpg;1920;1280;eyebrow;1018;356;1211;409;1,35;4,9;FASTER
004_14.jpg;1920;1280;eye;725;423;898;484;1,55;4,39;FASTER
004_14.jpg;1920;1280;eye;1039;421;1208;476;1,4;4,29;FASTER
004_14.jpg;1920;1280;nose;879;383;1068;681;7,57;4,8;FASTER
004_14.jpg;1920;1280;mouth;832;756;1109;831;1,91;7,04;FASTER
004_15.jpg;1920;1280;eyebrow;686;411;873;461;1,27;4,75;FASTER
004_15.jpg;1920;1280;eyebrow;996;379;1171;428;1,24;4,45;FASTER
004_15.jpg;1920;1280;eye;702;484;861;551;1,7;4,04;FASTER
004_15.jpg;1920;1280;eye;1005;458;1149;520;1,57;3,66;FASTER
004_15.jpg;1920;1280;nose;837;419;1037;693;6,96;5,08;FASTER
004_15.jpg;1920;1280;mouth;804;746;1084;828;2,08;7,11;FASTER
004_16.jpg;1920;1280;eyebrow;726;399;917;481;2,08;4,85;SSD
004_16.jpg;1920;1280;eyebrow;1012;350;1246;436;2,18;5,94;SSD
004_16.jpg;1920;1280;eye;761;464;927;545;2,06;4,22;SSD
004_16.jpg;1920;1280;eye;1048;432;1205;496;1,63;3,99;SSD
004_16.jpg;1920;1280;nose;882;415;1103;698;7,19;5,61;SSD
004_16.jpg;1920;1280;mouth;871;742;1152;834;2,34;7,14;SSD
004_17.jpg;1920;1280;eyebrow;742;399;919;465;1,68;4,5;FASTER
004_17.jpg;1920;1280;eyebrow;1018;374;1202;434;1,52;4,67;FASTER
004_17.jpg;1920;1280;eye;769;468;907;530;1,57;3,51;FASTER
004_17.jpg;1920;1280;eye;1044;437;1171;512;1,91;3,23;FASTER
004_17.jpg;1920;1280;nose;900;428;1064;682;6,45;4,17;FASTER
004_17.jpg;1920;1280;mouth;864;695;1090;797;2,59;5,74;FASTER
004_18.jpg;1920;1280;eyebrow;779;405;913;450;1,14;3,4;FASTER
004_18.jpg;1920;1280;eyebrow;969;388;1112;432;1,12;3,63;FASTER
004_18.jpg;1920;1280;eye;765;469;900;526;1,45;3,43;FASTER
004_18.jpg;1920;1280;eye;997;453;1123;506;1,35;3,2;FASTER
004_18.jpg;1920;1280;nose;877;420;1033;642;5,64;3,96;FASTER
004_18.jpg;1920;1280;mouth;853;687;1055;756;1,75;5,13;FASTER
004_19.jpg;1920;1280;eyebrow;772;393;943;443;1,27;4,34;FASTER
004_19.jpg;1920;1280;eyebrow;1017;379;1191;436;1,45;4,42;FASTER
004_19.jpg;1920;1280;eye;804;454;935;515;1,55;3,33;FASTER
004_19.jpg;1920;1280;eye;1036;442;1164;508;1,68;3,25;FASTER
004_19.jpg;1920;1280;nose;901;413;1063;657;6,2;4,11;FASTER
004_19.jpg;1920;1280;mouth;870;688;1094;793;2,67;5,69;FASTER
004_20.jpg;1920;1280;eyebrow;744;401;936;469;1,73;4,88;FASTER
004_20.jpg;1920;1280;eyebrow;1043;394;1226;460;1,68;4,65;FASTER
004_20.jpg;1920;1280;eye;766;475;922;538;1,6;3,96;FASTER
004_20.jpg;1920;1280;eye;1058;479;1209;538;1,5;3,84;FASTER
004_20.jpg;1920;1280;nose;892;411;1074;681;6,86;4,62;FASTER
004_20.jpg;1920;1280;mouth;844;721;1115;859;3,51;6,88;FASTER
004_21.jpg;1920;1280;eyebrow;724;386;932;446;1,52;5,28;FASTER
004_21.jpg;1920;1280;eyebrow;1034;382;1252;446;1,63;5,54;FASTER
004_21.jpg;1920;1280;eye;776;460;914;534;1,88;3,51;FASTER
004_21.jpg;1920;1280;eye;1058;461;1203;529;1,73;3,68;FASTER
004_21.jpg;1920;1280;nose;893;402;1076;678;7,01;4,65;FASTER
004_21.jpg;1920;1280;mouth;860;720;1116;813;2,36;6,5;FASTER
004_22.jpg;1920;1280;eyebrow;754;382;921;430;1,22;4,24;FASTER
004_22.jpg;1920;1280;eyebrow;1023;361;1181;406;1,14;4,01;FASTER
004_22.jpg;1920;1280;eye;787;438;919;512;1,88;3,35;FASTER
004_22.jpg;1920;1280;eye;1032;424;1160;494;1,78;3,25;FASTER
004_22.jpg;1920;1280;nose;894;403;1059;656;6,43;4,19;FASTER
004_22.jpg;1920;1280;mouth;861;698;1100;772;1,88;6,07;FASTER
004_23.jpg;1920;1280;eyebrow;728;379;914;424;1,14;4,72;FASTER
004_23.jpg;1920;1280;eyebrow;1009;358;1191;404;1,17;4,62;FASTER
004_23.jpg;1920;1280;eye;750;444;902;527;2,11;3,86;FASTER
004_23.jpg;1920;1280;eye;1018;426;1164;509;2,11;3,71;FASTER
004_23.jpg;1920;1280;nose;887;406;1058;678;6,91;4,34;FASTER
004_23.jpg;1920;1280;mouth;862;728;1097;841;2,87;5,97;FASTER
004_24.jpg;1920;1280;eyebrow;767;378;934;424;1,17;4,24;FASTER
004_24.jpg;1920;1280;eyebrow;1041;356;1206;407;1,3;4,19;FASTER
004_24.jpg;1920;1280;eye;783;440;922;498;1,47;3,53;FASTER
004_24.jpg;1920;1280;eye;1044;424;1186;495;1,8;3,61;FASTER
004_24.jpg;1920;1280;nose;904;402;1058;664;6,65;3,91;FASTER
004_24.jpg;1920;1280;mouth;877;713;1089;790;1,96;5,38;FASTER
004_25.jpg;1920;1280;eyebrow;736;346;923;427;2,06;4,75;FASTER
004_25.jpg;1920;1280;eyebrow;1024;363;1196;444;2,06;4,37;FASTER
004_25.jpg;1920;1280;eye;761;421;899;481;1,52;3,51;FASTER
004_25.jpg;1920;1280;eye;1032;438;1164;501;1,6;3,35;FASTER
004_25.jpg;1920;1280;nose;883;379;1064;670;7,39;4,6;FASTER
004_25.jpg;1920;1280;mouth;859;714;1082;820;2,69;5,66;FASTER
004_26.jpg;1920;1280;eyebrow;767;417;935;469;1,32;4,27;FASTER
004_26.jpg;1920;1280;eyebrow;1011;407;1192;461;1,37;4,6;FASTER
004_26.jpg;1920;1280;eye;803;464;923;537;1,85;3,05;FASTER
004_26.jpg;1920;1280;eye;1035;458;1162;527;1,75;3,23;FASTER
004_26.jpg;1920;1280;nose;904;444;1057;673;5,82;3,89;FASTER
004_26.jpg;1920;1280;mouth;884;715;1094;810;2,41;5,33;FASTER
004_27.jpg;1920;1280;eyebrow;757;430;942;482;1,32;4,7;FASTER
004_27.jpg;1920;1280;eyebrow;1021;426;1205;474;1,22;4,67;FASTER
004_27.jpg;1920;1280;eye;806;473;922;537;1,63;2,95;FASTER
004_27.jpg;1920;1280;eye;1032;469;1154;535;1,68;3,1;FASTER
004_27.jpg;1920;1280;nose;896;462;1066;678;5,49;4,32;FASTER
004_27.jpg;1920;1280;mouth;858;713;1110;792;2,01;6,4;FASTER
004_28.jpg;1920;1280;eyebrow;723;483;925;551;1,73;5,13;FASTER
004_28.jpg;1920;1280;eyebrow;1068;463;1295;524;1,55;5,77;FASTER
004_28.jpg;1920;1280;eye;762;561;926;641;2,03;4,17;FASTER
004_28.jpg;1920;1280;eye;1083;536;1243;632;2,44;4,06;FASTER
004_28.jpg;1920;1280;nose;914;499;1129;832;8,46;5,46;FASTER
004_28.jpg;1920;1280;mouth;887;873;1159;981;2,74;6,91;FASTER
004_29.jpg;1920;1280;eyebrow;768;368;950;431;1,6;4,62;FASTER
004_29.jpg;1920;1280;eyebrow;1038;370;1226;426;1,42;4,78;FASTER
004_29.jpg;1920;1280;eye;783;443;919;502;1,5;3,45;FASTER
004_29.jpg;1920;1280;eye;1071;440;1208;503;1,6;3,48;FASTER
004_29.jpg;1920;1280;nose;896;390;1086;680;7,37;4,83;FASTER
004_29.jpg;1920;1280;mouth;855;759;1114;844;2,16;6,58;FASTER
004_30.jpg;1920;1280;eyebrow;706;367;934;446;2,01;5,79;FASTER
004_30.jpg;1920;1280;eyebrow;1000;345;1219;426;2,06;5,56;FASTER
004_30.jpg;1920;1280;eye;769;473;902;537;1,63;3,38;FASTER
004_30.jpg;1920;1280;eye;1043;455;1175;515;1,52;3,35;FASTER
004_30.jpg;1920;1280;nose;877;407;1073;702;7,49;4,98;FASTER
004_30.jpg;1920;1280;mouth;838;757;1110;872;2,92;6,91;FASTER
004_31.jpg;1920;1280;eyebrow;740;405;932;460;1,4;4,88;FASTER
004_31.jpg;1920;1280;eyebrow;1012;384;1189;434;1,27;4,5;FASTER
004_31.jpg;1920;1280;eye;767;469;911;522;1,35;3,66;FASTER
004_31.jpg;1920;1280;eye;1033;451;1153;508;1,45;3,05;FASTER
004_31.jpg;1920;1280;nose;895;422;1060;667;6,22;4,19;FASTER
004_31.jpg;1920;1280;mouth;876;721;1107;808;2,21;5,87;FASTER
004_32.jpg;1920;1280;eyebrow;754;395;929;439;1,12;4,45;FASTER
004_32.jpg;1920;1280;eyebrow;1043;398;1224;452;1,37;4,6;FASTER
004_32.jpg;1920;1280;eye;770;450;909;517;1,7;3,53;FASTER
004_32.jpg;1920;1280;eye;1053;462;1191;527;1,65;3,51;FASTER
004_32.jpg;1920;1280;nose;910;426;1061;677;6,38;3,84;FASTER
004_32.jpg;1920;1280;mouth;860;726;1080;815;2,26;5,59;FASTER
004_33.jpg;1920;1280;eyebrow;750;488;994;569;2,06;6,2;FASTER
004_33.jpg;1920;1280;eyebrow;1096;492;1309;545;1,35;5,41;FASTER
004_33.jpg;1920;1280;eye;810;565;954;622;1,45;3,66;FASTER
004_33.jpg;1920;1280;eye;1122;553;1263;615;1,57;3,58;FASTER
004_33.jpg;1920;1280;nose;954;528;1169;801;6,93;5,46;FASTER
004_33.jpg;1920;1280;mouth;925;851;1178;959;2,74;6,43;FASTER
004_34.jpg;1920;1280;eyebrow;772;372;932;425;1,35;4,06;FASTER
004_34.jpg;1920;1280;eyebrow;1044;367;1195;420;1,35;3,84;FASTER
004_34.jpg;1920;1280;eye;788;438;924;496;1,47;3,45;FASTER
004_34.jpg;1920;1280;eye;1050;429;1188;493;1,63;3,51;FASTER
004_34.jpg;1920;1280;nose;913;394;1064;650;6,5;3,84;FASTER
004_34.jpg;1920;1280;mouth;872;701;1100;781;2,03;5,79;FASTER
004_35.jpg;1920;1280;eyebrow;768;434;931;488;1,37;4,14;FASTER
004_35.jpg;1920;1280;eyebrow;1037;425;1209;477;1,32;4,37;FASTER
004_35.jpg;1920;1280;eye;803;501;936;549;1,22;3,38;FASTER
004_35.jpg;1920;1280;eye;1037;494;1166;538;1,12;3,28;FASTER
004_35.jpg;1920;1280;nose;904;457;1081;722;6,73;4,5;FASTER
004_35.jpg;1920;1280;mouth;889;773;1117;876;2,62;5,79;FASTER
004_36.jpg;1920;1280;eyebrow;759;350;911;396;1,17;3,86;FASTER
004_36.jpg;1920;1280;eyebrow;1015;349;1191;395;1,17;4,47;FASTER
004_36.jpg;1920;1280;eye;774;419;911;486;1,7;3,48;FASTER
004_36.jpg;1920;1280;eye;1041;418;1168;480;1,57;3,23;FASTER
004_36.jpg;1920;1280;nose;878;392;1063;615;5,66;4,7;FASTER
004_36.jpg;1920;1280;mouth;843;664;1095;743;2,01;6,4;FASTER
004_37.jpg;1920;1280;eyebrow;780;366;925;413;1,19;3,68;FASTER
004_37.jpg;1920;1280;eyebrow;1023;363;1182;412;1,24;4,04;FASTER
004_37.jpg;1920;1280;eye;808;416;918;467;1,3;2,79;FASTER
004_37.jpg;1920;1280;eye;1038;415;1166;471;1,42;3,25;FASTER
004_37.jpg;1920;1280;nose;899;382;1057;594;5,38;4,01;FASTER
004_37.jpg;1920;1280;mouth;884;644;1091;724;2,03;5,26;FASTER
004_38.jpg;1920;1280;eyebrow;720;420;902;478;1,47;4,62;FASTER
004_38.jpg;1920;1280;eyebrow;975;386;1172;455;1,75;5;FASTER
004_38.jpg;1920;1280;eye;738;479;884;539;1,52;3,71;FASTER
004_38.jpg;1920;1280;eye;998;454;1141;523;1,75;3,63;FASTER
004_38.jpg;1920;1280;nose;873;450;1029;709;6,58;3,96;FASTER
004_38.jpg;1920;1280;mouth;838;775;1070;877;2,59;5,89;FASTER
004_39.jpg;1920;1280;eyebrow;698;424;885;484;1,52;4,75;SSD
004_39.jpg;1920;1280;eyebrow;973;399;1170;456;1,45;5;SSD
004_39.jpg;1920;1280;eye;722;494;879;559;1,65;3,99;SSD
004_39.jpg;1920;1280;eye;1002;462;1160;530;1,73;4,01;SSD
004_39.jpg;1920;1280;nose;839;440;1041;711;6,88;5,13;SSD
004_39.jpg;1920;1280;mouth;817;748;1090;840;2,34;6,93;SSD
004_40.jpg;1920;1280;eyebrow;754;337;909;389;1,32;3,94;FASTER
004_40.jpg;1920;1280;eyebrow;994;316;1152;376;1,52;4,01;FASTER
004_40.jpg;1920;1280;eye;767;406;901;475;1,75;3,4;FASTER
004_40.jpg;1920;1280;eye;1007;392;1151;462;1,78;3,66;FASTER
004_40.jpg;1920;1280;nose;869;358;1040;612;6,45;4,34;FASTER
004_40.jpg;1920;1280;mouth;848;661;1089;756;2,41;6,12;FASTER
004_41.jpg;1920;1280;eyebrow;723;434;917;492;1,47;4,93;FASTER
004_41.jpg;1920;1280;eyebrow;1012;403;1212;467;1,63;5,08;FASTER
004_41.jpg;1920;1280;eye;770;499;897;570;1,8;3,23;FASTER
004_41.jpg;1920;1280;eye;1036;472;1164;545;1,85;3,25;FASTER
004_41.jpg;1920;1280;nose;887;446;1067;695;6,32;4,57;FASTER
004_41.jpg;1920;1280;mouth;883;752;1089;828;1,93;5,23;FASTER
004_42.jpg;1920;1280;eyebrow;749;410;923;483;1,85;4,42;FASTER
004_42.jpg;1920;1280;eyebrow;1033;402;1221;462;1,52;4,78;FASTER
004_42.jpg;1920;1280;eye;790;469;920;532;1,6;3,3;FASTER
004_42.jpg;1920;1280;eye;1059;464;1187;542;1,98;3,25;FASTER
004_42.jpg;1920;1280;nose;889;425;1071;693;6,81;4,62;FASTER
004_42.jpg;1920;1280;mouth;855;743;1104;817;1,88;6,32;FASTER
004_43.jpg;1920;1280;eyebrow;742;397;933;466;1,75;4,85;FASTER
004_43.jpg;1920;1280;eyebrow;1023;392;1221;461;1,75;5,03;FASTER
004_43.jpg;1920;1280;eye;791;500;919;556;1,42;3,25;FASTER
004_43.jpg;1920;1280;eye;1042;491;1179;542;1,3;3,48;FASTER
004_43.jpg;1920;1280;nose;902;438;1062;733;7,49;4,06;FASTER
004_43.jpg;1920;1280;mouth;869;785;1103;870;2,16;5,94;FASTER
004_44.jpg;1920;1280;eyebrow;736;401;933;471;1,78;5;FASTER
004_44.jpg;1920;1280;eyebrow;1029;385;1215;449;1,63;4,72;FASTER
004_44.jpg;1920;1280;eye;775;472;919;536;1,63;3,66;FASTER
004_44.jpg;1920;1280;eye;1040;459;1182;527;1,73;3,61;FASTER
004_44.jpg;1920;1280;nose;896;435;1080;719;7,21;4,67;FASTER
004_44.jpg;1920;1280;mouth;868;781;1114;900;3,02;6,25;FASTER
004_45.jpg;1920;1280;eyebrow;703;411;901;477;1,68;5,03;FASTER
004_45.jpg;1920;1280;eyebrow;1010;380;1216;442;1,57;5,23;FASTER
